canonical_name,aliases,sector,entity_type,inclusion_reasons,profile_summary,total_donations_gel,first_donation_date,last_donation_date,donation_count,donation_details,beneficial_owner,beneficial_owner_english,ownership_chain,registry_id,registry_official_name,registry_status,registry_address,has_allegations,allegation_count,allegation_types,allegation_details,allegation_sources,state_procurement_gel,state_contracts_count,state_benefit_details,website,sanctions,nazk_war_sponsor,registry_verified,sources
International Charity Foundation Cartu,CARTU FOUNDATION; CARTU FUND; CARTU,Finance & Banking,Charitable Foundation,"SANCTIONED_ENTITY, IVANISHVILI_SPHERE, FINANCIAL_INSTITUTION","International Charity Foundation Cartu is the central node of Bidzina Ivanishvili's business and philanthropic empire, now serving as an asset shelter following US sanctions. The beneficial owner is Bidzina Ivanishvili. Subject to international sanctions.",,,,0,,Bidzina Ivanishvili,,,ge-coreg-008d44c9b14b7cb7b5bda74949712ee8aeaf217b_3,შპს ქართული ბიზნეს კომპანია იბერია,რეგისტრირებულია,"საქართველო, თბილისი, ისანი-სამგორის რაიონი, ალ.წულუკიძის ჩიხი №4, ბ.№24",Yes,2,OTHER,"OTHER: Asset Shelter: Transformed from philanthropic foundation to commercial holding entity following US sanctions (Dec 2024). Now holds 100% equity in Cartu Bank, Elita B | OTHER: Voter Bribery: In 2018, weeks before presidential election runoff, paid off bad debts of over 600,000 citizens. Described by TI Georgia as ""voter bribery.""",https://transparency.ge/en/post/ivanishvili-transfers-assets-georgia-following-us-sanctions; https://lossi36.com/2019/02/20/the-steepest-drop-in-democratic-quality-in-eastern-europe-georgian-democracy-downgraded/,,,,https://cartu.ge/,: ,,Yes,TI_SANCTIONS_2025
JSC Cartu Bank,CARTU BANK; BANK CARTU,Finance & Banking,Bank,"SANCTIONED_ENTITY, IVANISHVILI_SPHERE, STATE_CONTRACTOR, FINANCIAL_INSTITUTION","JSC Cartu Bank is the commercial banking arm of Bidzina Ivanishvili's Cartu Foundation, wholly owned by the charity since 2021. The beneficial owner is Bidzina Ivanishvili. Subject to international sanctions.",,,,0,,Bidzina Ivanishvili (via Cartu Foundation),,,ge-coreg-008d44c9b14b7cb7b5bda74949712ee8aeaf217b_4,შპს ქართული ბიზნეს კომპანია იბერია,რეგისტრირებულია,"საქართველო, თბილისი, ისანი-სამგორის რაიონი, ალ.წულუკიძის ჩიხი №4, ბ.№24",Yes,2,OTHER,"OTHER: Regulatory Anomaly: Wholly owned by Cartu Foundation (a charity) since 2021. NBG approved on grounds that ""there is no rule that restricts a charitable organization from  | OTHER: Financial Isolation: Correspondent banking heavily reliant on Bank of Georgia for USD, EUR, GBP, CHF access. Major Western banks have likely ""de-risked"" Cartu Bank due to ",https://www.cartubank.ge/index.php?m=356&lng=eng; https://bm.ge/en/news/nbg-transfer-of-cartu-bank-to-the-cartu-foundation-was-agreed/73502,,12,State Procurement: 0 GEL (2012-2024),https://cartubank.ge/,: ,,Yes,NBG_CARTU
Georgian Co-Investment Fund (GCF),GCF; GEORGIAN COINVESTMENT FUND,Finance & Banking,Investment Fund,"IVANISHVILI_SPHERE, FINANCIAL_INSTITUTION",Georgian Co-Investment Fund (GCF) is part of Bidzina Ivanishvili's extended business network. The beneficial owner is Bidzina Ivanishvili. Allegations include: OTHER.,,,,0,,Bidzina Ivanishvili ($1B anchor investment),,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_139,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,OTHER,OTHER: Sovereign Wealth Proxy: Launched with $6 billion mandate as vehicle to attract FDI. Ivanishvili is anchor investor ($1 billion personal commitment). Functions as de facto sov,https://richel-group.it/georgian-co-investment-fund-announces-usd-40m-greenhouse-investment-project/,,,,https://gcfund.ge,,,Yes,GCF_STRUCTURE
Elita Burji,ELITA BURJI,Construction,Company,STATE_CONTRACTOR,Elita Burji operates in Georgia's construction sector. The beneficial owner is Bidzina Ivanishvili. Allegations include: GOVERNANCE.,,,,0,,Bidzina Ivanishvili (via Cartu Foundation),,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_140,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: Offshore Structures: Ownership transferred to Cartu Foundation on December 31, 2024, immediately after US sanctions. Vertically integrated manufacturer of steel, glass, an",https://cbw.ge/business/ivanishvili-reassigns-paragraph-panorama-elita-burji-and-other-assets-to-cartu-foundation,320000000,89,"State Procurement: 320,000,000 GEL (2013-2024)",https://elitaburji.ge/,,,Yes,CBW_ASSET_TRANSFER
Kutaisi International University (KIU),KIU; KUTAISI UNIVERSITY,Education,University,DONOR,Kutaisi International University (KIU) is a education company listed as a political donor to Georgian Dream. The beneficial owner is Bidzina Ivanishvili. Allegations include: OTHER.,,,,0,,Bidzina Ivanishvili (via Cartu Foundation),,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_141,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,OTHER,"OTHER: Legitimacy Shield: Billion-euro legacy project fully funded by Cartu Foundation. Partnerships with TUM (Germany) and IBA (Belgium, €40M proton therapy) provide Western a",https://www.kiu.edu.ge/index.php?m=185,,,,https://kiu.edu.ge/,,,Yes,KIU_STRUCTURE
Hunnewell Partners,HUNNEWELL; HUNNEWELL PARTNERS,Finance & Banking,Investment Manager,"IVANISHVILI_SPHERE, FINANCIAL_INSTITUTION","Hunnewell Partners is a London-based fund managed by Irakli Rukhadze that controls media, telecom, and industrial assets aligned with Ivanishvili's political interests. The beneficial owner is Irakli Rukhadze, Ben Marson, Igor Alexeev. Allegations include: OTHER.",,,,0,,"Irakli Rukhadze, Ben Marson, Igor Alexeev",,,ge-coreg-001b2ef3498cfef5cd60d2e2aef87abf9bd51dbf_2,შპს ბილდინგ გრუპ პარტნიორი,რეგისტრირებულია,"საქართველო, წყალტუბოს რაიონი, სოფ. რიონი",Yes,1,OTHER,"OTHER: Proxy Control: Acts as ""Allied"" sphere buffer, allowing Ivanishvili to exert influence over politically sensitive sectors (media, telecom, heavy industry) without di",https://www.hunnewellpartners.com/our-team/,,,,https://www.hunnewellpartners.com/,,,Yes,HUNNEWELL_STRUCTURE
Georgian Media Production Group LLC,GEORGIAN MEDIA PRODUCTION GROUP; GMPG,Media & Communications,Holding Company,DONOR,Georgian Media Production Group LLC is a media & communications company listed as a political donor to Georgian Dream. The beneficial owner is Irakli Rukhadze. Allegations include: GOVERNANCE.,,,,0,,Irakli Rukhadze,,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_142,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: Other: Direct owner of Imedi TV. Owned by Media Finance Group B.V. (Netherlands), ultimately controlled by Irakli Rukhadze and Hunnewell partners. Structure ",https://docs.aiddata.org/reports/media-resilience/geo/Georgia-Profile-of-Media-Ownership-and-Potential-Foreign-Influence-Channels.pdf,,,,,,,Yes,IMEDI_OWNERSHIP
MagtiCom,MAGTICOM,Media & Communications,Telecom Operator,DONOR,MagtiCom is a media & communications company listed as a political donor to Georgian Dream. The beneficial owner is Irakli Rukhadze / Natela Sakhokia. Allegations include: OTHER.,,,,0,,Irakli Rukhadze / Natela Sakhokia (his mother),,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_143,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,OTHER,"OTHER: Critical Infrastructure Control: Georgia's largest telecommunications operator. Hunnewell manages significant stake via US entities (Telcell Wireless, International Telcell Cellular).",https://transparency.ge/sites/default/files/internet_mplobeloba_sakartveloshi-e.pdf,72000000,38,"State Procurement: 72,000,000 GEL (2012-2024)",https://magticom.ge/,,,Yes,MAGTICOM_OWNERSHIP
Liberty Bank,LIBERTY BANK,Finance & Banking,Bank,FINANCIAL_INSTITUTION,Liberty Bank is a finance & banking institution that has provided banking services or financing within the Georgian political economy. The beneficial owner is Hunnewell Partners sphere. Allegations include: OTHER.,,,,0,,Hunnewell Partners sphere,,,ge-coreg-046adb49395aaf4a4e7bd1b943e07a27f817f0d2,შპს ლიბერთი ესთეით,რეგისტრირებულია,"საქართველო, თბილისი, საბურთალოს რაიონი, ნიკოლოზ სვანიშვილის I გასასვლელი, N 53, სართული 3, ბინა N83",Yes,1,OTHER,OTHER: Pension Distribution Monopoly: Major retail bank with monopoly on distributing state pensions. Irakli Rukhadze serves as Chairman of Supervisory Board. Control over pension distribu,https://cdn.lb.ge/libertybank/files/02/55/23/vG_g0IVD70iXnKrfO0K8mg/final-prospectus_eng.PDF,,56,State Procurement: 0 GEL (2012-2024),https://libertybank.ge/,,,Yes,LIBERTY_CONTROL
Rustavi Metallurgical Plant (Rustavi Steel),RUSTAVI STEEL; RUSTAVI METALLURGICAL,Construction,Industrial Company,DONOR,Rustavi Metallurgical Plant (Rustavi Steel) is a construction company listed as a political donor to Georgian Dream. The beneficial owner is Hunnewell Partners. Allegations include: OTHER.,,,,0,,Hunnewell Partners,,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_144,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,OTHER,OTHER: Russian Management Pivot: Industrial giant exporting seamless pipes and rebar to EU and US. Managed by Hunnewell with Rukhadze as board chairman. Recent management changes brou,https://bm.ge/en/news/rustavi-steel-has-a-new-management,,,,https://www.hunnewellpartners.com/rustavi/,,,Yes,RUSTAVI_MANAGEMENT
Paragraph Hotels (Autograph Collection),PARAGRAPH; PARAGRAPH SHEKVETILI; PARAGRAPH TABORI,Hospitality & Tourism,Hotel Chain,DONOR,Paragraph Hotels (Autograph Collection) is a hospitality & tourism company listed as a political donor to Georgian Dream. The beneficial owner is Bidzina Ivanishvili. Allegations include: GOVERNANCE.,,,,0,,Bidzina Ivanishvili (via Cartu Foundation),,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_145,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: Offshore Structures: Paragraph Shekvetili resort transferred from Panamanian entity Frankston International S.A. to Cartu Foundation on December 31, 2024, four days after ",https://cbw.ge/business/ivanishvili-reassigns-paragraph-panorama-elita-burji-and-other-assets-to-cartu-foundation,,,,https://www.marriott.com/hotels/travel/tbsak-paragraph-resort-and-spa-shekvetili-autograph-collection/,,,Yes,PARAGRAPH_TRANSFER
Panorama Tbilisi,PANORAMA TBILISI; PANORAMA,Hospitality & Tourism,Real Estate Development,DONOR,Panorama Tbilisi is a hospitality & tourism company listed as a political donor to Georgian Dream. The beneficial owner is Bidzina Ivanishvili. Allegations include: GOVERNANCE.,,,,0,,Bidzina Ivanishvili (via Cartu Foundation),,,ge-coreg-033da96dea9d9759874afb10b4804eb948a9cdaf_5,შპს LISI,რეგისტრირებულია,"საქართველო, ქ. თბილისის, ისანი-სამგორის რაიონში, ჭირნახულის ქ., N2",Yes,1,GOVERNANCE,"GOVERNANCE: Offshore Structures: Transferred from Frankston International S.A. (Panama) to Cartu Foundation on December 31, 2024, immediately following US sanctions. Premium hospitali",https://bm.ge/en/news/ivanishvili-transferred-quotparagraphquot-quotpanoramaquot-quotelita-burjiquot-and-other-assets-to-quotcartu-fundquot/73103,,,,,,,Yes,PANORAMA_TRANSFER
Black Sea Arena,BLACK SEA ARENA,Hospitality & Tourism,Entertainment Venue,DONOR,Black Sea Arena is a hospitality & tourism company listed as a political donor to Georgian Dream. The beneficial owner is Bidzina Ivanishvili. Allegations include: GOVERNANCE.,,,,0,,Bidzina Ivanishvili (via JSC Terra),,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_146,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: Offshore Structures: Part of seven companies transferred from Limestone Finance International SA (Panama) to JSC Terra on January 17, 2025 following US sanctions.",https://transparency.ge/en/post/ivanishvili-transfers-assets-georgia-following-us-sanctions,,,,https://blackseaarena.ge,,,Yes,BLACKSEA_TRANSFER
Frankston International S.A.,FRANKSTON INTERNATIONAL; FRANKSTON,Finance & Banking,Offshore Holding,FINANCIAL_INSTITUTION,Frankston International S.A. is a finance & banking institution that has provided banking services or financing within the Georgian political economy. The beneficial owner is Bidzina Ivanishvili. Allegations include: GOVERNANCE.,,,,0,,Bidzina Ivanishvili,,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_147,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: Offshore Structures: Panamanian offshore entity formerly holding Tourism Development Fund assets (Paragraph Shekvetili, Panorama Tbilisi). Assets transferred to Cartu Foun",https://transparency.ge/en/post/ivanishvili-transfers-assets-georgia-following-us-sanctions,,,,,,,Yes,FRANKSTON_STRUCTURE
Limestone Finance International SA,LIMESTONE FINANCE; LIMESTONE,Finance & Banking,Offshore Holding,FINANCIAL_INSTITUTION,Limestone Finance International SA is a finance & banking institution that has provided banking services or financing within the Georgian political economy. The beneficial owner is Bidzina Ivanishvili. Allegations include: GOVERNANCE.,,,,0,,Bidzina Ivanishvili,,,ge-coreg-07f692048416d22fe142bb32cb591c35c5a00469,შპს FIN,აქტიური,"საქართველო, ქ. თბილისის დიდუბის რაიონში, თამარ მეფის გამზ. №32",Yes,1,GOVERNANCE,"GOVERNANCE: Offshore Structures: Panamanian offshore entity. On January 17, 2025, transferred seven companies to JSC Terra: Seaside View, New Capital, Invest Capital, Cartu Consulting",https://transparency.ge/en/post/ivanishvili-transfers-assets-georgia-following-us-sanctions,,,,,,,Yes,LIMESTONE_TRANSFER
Fresno Management Limited,FRESNO MANAGEMENT; FRESNO,Finance & Banking,Offshore Holding,FINANCIAL_INSTITUTION,Fresno Management Limited is a finance & banking institution that has provided banking services or financing within the Georgian political economy. The beneficial owner is Bidzina Ivanishvili. Allegations include: GOVERNANCE.,,,,0,,Bidzina Ivanishvili,,,ge-coreg-04af9c9f2489f3929d63b2d188a44dd98f4db56a_2,შპს ANA,რეგისტრირებულია,"საქართველო, ბათუმი, მარჯანიშვილის ქ., №10",Yes,1,GOVERNANCE,"GOVERNANCE: Offshore Structures: Belize-registered offshore company. On January 28, 2025, transferred three LLCs (Inter Consulting +, Cartu Mshenebeli, Cartu Management) free of charg",https://transparency.ge/en/post/ivanishvili-transfers-assets-georgia-following-us-sanctions,,,,,,,Yes,FRESNO_TRANSFER
GCF Luxembourg SARL,GCF LUXEMBOURG,Finance & Banking,Offshore Holding,"IVANISHVILI_SPHERE, FINANCIAL_INSTITUTION",GCF Luxembourg SARL is part of Bidzina Ivanishvili's extended business network. The beneficial owner is Ekaterine Khvedelidze. Allegations include: GOVERNANCE.,,,,0,,Ekaterine Khvedelidze (Ivanishvili's wife),,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_148,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: Offshore Structures: Luxembourg holding company. On January 20, 2025, Ekaterine Khvedelidze (Ivanishvili's wife) reorganized four Georgian LLCs owned by GCF Luxembourg SAR",https://transparency.ge/en/post/ivanishvili-transfers-assets-georgia-following-us-sanctions,,,,,,,Yes,GCFLUX_TRANSFER
JSC Terra,TERRA; JSC TERRA,Finance & Banking,Holding Company,FINANCIAL_INSTITUTION,JSC Terra is a finance & banking institution that has provided banking services or financing within the Georgian political economy. The beneficial owner is Bidzina Ivanishvili. Allegations include: SANCTIONS.,,,,0,,Bidzina Ivanishvili,,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_149,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,SANCTIONS,"SANCTIONS: Other: Newly formed Georgian entity to receive assets from offshore. On January 17, 2025, received seven companies from Limestone Finance International SA (P",https://transparency.ge/en/post/ivanishvili-transfers-assets-georgia-following-us-sanctions,,,,,,,Yes,TERRA_CREATED
JSC Atu Holding,ATU HOLDING; JSC ATU,Finance & Banking,Holding Company,FINANCIAL_INSTITUTION,JSC Atu Holding is a finance & banking institution that has provided banking services or financing within the Georgian political economy. The beneficial owner is Bidzina Ivanishvili. Allegations include: SANCTIONS.,,,,0,,Bidzina Ivanishvili,,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_150,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,SANCTIONS,"SANCTIONS: Other: On January 28, 2025, received three LLCs (Inter Consulting +, Cartu Mshenebeli, Cartu Management) free of charge from Fresno Management Limited (Beliz",https://transparency.ge/en/post/ivanishvili-transfers-assets-georgia-following-us-sanctions,,,,,,,Yes,ATU_CREATED
Heidelberg Materials,HEIDELBERGCEMENT; HEIDELBERG MATERIALS; HEIDELBERGCEMENT GEORGIA,Construction,Multinational Corporation,DONOR,Heidelberg Materials is a construction company listed as a political donor to Georgian Dream. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: GOVERNANCE.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_151,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: UBO Opacity: Joint Venture partner in HeidelbergCement Georgia; holds 45% stake alongside GCF/Hunnewell, providing construction materials infrastructure for Ivanis",https://www.heidelbergmaterials.es/es/heidelbergcement-sells-half-of-its-georgian-business,,,,https://www.heidelbergmaterials.com/,,,Yes,HEIDELBERG_JV
Richel Group,RICHEL; RICHEL GROUP,Agriculture & Wine,Multinational Corporation,DONOR,Richel Group is a agriculture & wine company listed as a political donor to Georgian Dream. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: GOVERNANCE.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_152,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: UBO Opacity: Technology supplier and co-investor for Georgian Greenhouse Corporation projects ($40M greenhouse investment), enabling agricultural monopoly linked t",https://richel-group.it/georgian-co-investment-fund-announces-usd-40m-greenhouse-investment-project/,,,,https://www.richel.fr/,,,Yes,RICHEL_GCF
Reynaers Aluminium,REYNAERS; REYNAERS ALUMINIUM,Construction,Multinational Corporation,DONOR,Reynaers Aluminium is a construction company listed as a political donor to Georgian Dream. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: GOVERNANCE.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_153,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: UBO Opacity: Supplier of façade systems for Axis Towers (GCF project), providing high-end European materials for Ivanishvili-linked real estate development.",https://www.reynaers.us/inspiration/aluminium-project-references/facades-doors-windows-sliding-folding-axis-towers-tbilisi,,,,https://www.reynaers.com/,,,Yes,REYNAERS_AXIS
Saint-Gobain,SAINT GOBAIN; SAINTGOBAIN,Construction,Multinational Corporation,DONOR,Saint-Gobain is a construction company listed as a political donor to Georgian Dream. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: GOVERNANCE.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_154,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: UBO Opacity: Supplier of specialized ""Cool-Lite"" solar control glass for Axis Towers, providing premium European materials for GCF/Ivanishvili projects.",https://www.saint-gobain-glass.es/es/documents/libro-proyectos-referencia/libro-proyectos-de-referencia-2022.pdf,,,,https://www.saint-gobain.com/,,,Yes,SAINTGOBAIN_AXIS
Teufelberger-Redaelli,TEUFELBERGER; REDAELLI,Construction,Multinational Corporation,DONOR,Teufelberger-Redaelli is a construction company listed as a political donor to Georgian Dream. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: GOVERNANCE.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_155,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: UBO Opacity: Supplier of cable systems for Elita Burji projects (now owned by Cartu Foundation), including bridge cables and infrastructure.",https://a.storyblok.com/f/312698/x/4ed9f9c582/catalogue-cable-system-imperial-system.pdf,,,,,,,Yes,TEUFELBERGER_ELITA
IBA (Ion Beam Applications),IBA; ION BEAM APPLICATIONS,Healthcare,Multinational Corporation,DONOR,IBA (Ion Beam Applications) is a healthcare company listed as a political donor to Georgian Dream. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: GOVERNANCE.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_156,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,GOVERNANCE: UBO Opacity: Supplier of €40M Proton Therapy center (two Proteus ONE cyclotrons) for KIU; holds long-term service contract with Cartu Foundation-funded university.,https://www.itnonline.com/content/iba-signs-contract-install-georgia%E2%80%99s-first-proton-therapy-center,,,,https://www.iba-worldwide.com/,,,Yes,IBA_KIU
Pri-Num,PRINUM; PRI NUM,Technology,Technology Company,DONOR,Pri-Num is a technology company listed as a political donor to Georgian Dream. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: GOVERNANCE.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_157,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: UBO Opacity: Vendor for Cartu Bank's Google Wallet and contactless payment systems, providing fintech infrastructure for Ivanishvili's banking operation.",https://www.pri-num.com/news/pri-num-launches-google-wallet-for-cartu-bank-in-georgia-offering-customers-a-convenient-and-secure-payment-option/,,,,https://www.pri-num.com/,,,Yes,PRINUM_CARTU
Hewlett Packard Enterprise (HPE),HPE; HEWLETT PACKARD ENTERPRISE; HP ENTERPRISE,Technology,Multinational Corporation,DONOR,Hewlett Packard Enterprise (HPE) is a technology company listed as a political donor to Georgian Dream. The beneficial owner is Pereidun Padai Doulats. Allegations include: GOVERNANCE.,,,,0,,Pereidun Padai Doulats (ფერეიდუნ ფადაი დოულათს),Pereidun Padai Doulats,,ge-coreg-02fc253d542e6891cbfecddbbe62f20c7b58105c_2,სს RISE,რეგისტრირებულია,"საქართველო, თბილისი, ვაკე-საბურთალოს რაიონი, ბახტრიონის ქ., №16",Yes,1,GOVERNANCE,"GOVERNANCE: UBO Opacity: Provider of non-stop servers (Shadowbase) for Cartu Bank's payment processing, enabling critical financial infrastructure for Ivanishvili-owned bank.",https://www.shadowbasesoftware.com/wp-content/uploads/Cartu-Bank-Ensures-Continuous-Availability-of-Payment-Services-for-Georgian-Businesses.pdf,,,,https://www.hpe.com,,,Yes,HPE_CARTU
Colliers International,COLLIERS; COLLIERS INTERNATIONAL,Legal & Professional Services,Multinational Corporation,SERVICE_PROVIDER,Colliers International provides professional services to the Georgian Dream government or Ivanishvili's business interests. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: GOVERNANCE.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_158,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: UBO Opacity: Exclusive leasing agent for Galleria Tbilisi ($97M GCF project), bringing international retail brands to Ivanishvili-linked development.",https://www.across-magazine.com/georgian-project/,,,,https://www.colliers.com/,,,Yes,COLLIERS_GALLERIA
Marriott International,MARRIOTT; MARRIOTT INTERNATIONAL,Hospitality & Tourism,Multinational Corporation,DONOR,Marriott International is a hospitality & tourism company listed as a political donor to Georgian Dream. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: GOVERNANCE.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_159,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,GOVERNANCE,"GOVERNANCE: UBO Opacity: Franchisor for ""Paragraph"" hotels (Autograph Collection) owned by Cartu Foundation, lending international hospitality brand to sanctioned individual's",https://1tv.ge/lang/en/news/pm-ivanishvilis-philanthropic-work-is-outstanding-paragraph-tabori-to-give-fresh-development-impetus/,,,,https://www.marriott.com/,,,Yes,MARRIOTT_PARAGRAPH
